Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ParentId,OwnerDisplayName
216,4,,2013-05-10T21:43:51.583,0,,-1,70,2015-03-29T09:23:49.193,2015-03-29T09:23:49.193,,,,0,,,
217,5,,2013-05-10T21:45:44.123,0,,-1,-1,2013-05-10T21:45:44.123,2013-05-10T21:45:44.123,,,,0,,,
218,4,,2013-05-10T21:45:44.123,0,,-1,-1,2013-05-10T21:45:44.123,2013-05-10T21:45:44.123,,,,0,,,
219,5,,2013-05-10T21:46:38.657,0,,-1,-1,2013-05-10T21:46:38.657,2013-05-10T21:46:38.657,,,,0,,,
220,4,,2013-05-10T21:46:38.657,0,,-1,-1,2013-05-10T21:46:38.657,2013-05-10T21:46:38.657,,,,0,,,
221,5,,2013-05-10T21:47:11.770,0,,-1,90,2016-12-19T02:33:38.107,2016-12-19T02:33:38.107,,,,0,,,
222,4,,2013-05-10T21:47:11.770,0,,-1,90,2016-12-19T02:33:38.107,2016-12-19T02:33:38.107,,,,0,,,
223,5,,2013-05-10T21:47:41.943,0,,-1,-1,2013-05-10T21:47:41.943,2013-05-10T21:47:41.943,,,,0,,,
224,4,,2013-05-10T21:47:41.943,0,,152,152,2013-05-10T22:12:08.080,2013-05-10T22:12:08.080,,,,0,,,
225,5,,2013-05-10T21:50:48.750,0,,90,90,2014-05-23T03:11:08.960,2014-05-23T03:11:08.960,,,,0,,,
226,4,,2013-05-10T21:50:48.750,0,,152,90,2014-05-23T03:06:41.963,2014-05-23T03:06:41.963,,,,0,,,
227,5,,2013-05-10T21:52:11.427,0,,-1,-1,2013-05-10T21:52:11.427,2013-05-10T21:52:11.427,,,,0,,,
228,4,,2013-05-10T21:52:11.427,0,,-1,-1,2013-05-10T21:52:11.427,2013-05-10T21:52:11.427,,,,0,,,
229,5,,2013-05-10T21:53:16.080,0,,-1,-1,2013-05-10T21:53:16.080,2013-05-10T21:53:16.080,,,,0,,,
230,4,,2013-05-10T21:53:16.080,0,,152,152,2013-05-10T22:11:56.970,2013-05-10T22:11:56.970,,,,0,,,
231,5,,2013-05-10T21:53:57.740,0,,-1,-1,2013-05-10T21:53:57.740,2013-05-10T21:53:57.740,,,,0,,,
232,4,,2013-05-10T21:53:57.740,0,,152,152,2013-05-10T21:58:30.967,2013-05-10T21:58:30.967,,,,0,,,
233,5,,2013-05-10T21:56:45.540,0,,-1,-1,2013-05-10T21:56:45.540,2013-05-10T21:56:45.540,,,,0,,,
234,4,,2013-05-10T21:56:45.540,0,,-1,-1,2013-05-10T21:56:45.540,2013-05-10T21:56:45.540,,,,0,,,
235,5,,2013-05-10T22:02:45.640,0,,-1,90,2016-11-03T18:22:24.497,2016-11-03T18:22:24.497,,,,0,,,
236,4,,2013-05-10T22:02:45.640,0,,-1,90,2016-11-03T18:22:24.497,2016-11-03T18:22:24.497,,,,0,,,
237,2,,2013-05-10T22:03:34.387,15,,18,,,2013-05-10T22:03:34.387,,,,0,,171,
238,5,,2013-05-10T22:04:26.113,0,,-1,90,2017-05-10T15:25:45.637,2017-05-10T15:25:45.637,,,,0,,,
239,4,,2013-05-10T22:04:26.113,0,,-1,90,2017-05-10T15:25:45.637,2017-05-10T15:25:45.637,,,,0,,,
240,5,,2013-05-10T22:05:44.320,0,,-1,-1,2013-05-10T22:05:44.320,2013-05-10T22:05:44.320,,,,0,,,
241,4,,2013-05-10T22:05:44.320,0,,505,263,2014-02-06T16:31:41.177,2014-02-06T16:31:41.177,,,,0,,,
242,2,,2013-05-11T00:44:51.747,3,,152,,,2013-05-11T00:44:51.747,,,,1,,158,
243,2,,2013-05-11T01:09:19.093,6,,152,,,2013-05-11T01:09:19.093,,,,0,,199,
244,2,,2013-05-11T03:25:38.793,4,,142,-1,2014-02-06T07:07:41.480,2014-02-06T07:07:41.480,,,,3,,199,
245,1,,2013-05-11T05:43:54.390,7,1417,183,,,2013-06-01T18:42:10.223,CC-BY vs MIT or BSD licenses regarding re-use?,"creative-commons,licensing",1,3,1,,
247,2,,2013-05-11T11:59:26.120,5,,244,244,2013-05-23T00:11:58.147,2013-05-23T00:11:58.147,,,,1,,126,
249,1,251,2013-05-11T17:13:00.597,7,351,165,70,2013-05-12T18:47:33.903,2013-05-12T18:47:33.903,Is there an API or global source for US ballot information?,"usa,elections",2,0,2,,
250,2,,2013-05-11T17:27:08.210,3,,152,,,2013-05-11T17:27:08.210,,,,0,,249,
251,2,,2013-05-11T18:30:31.050,5,,156,,,2013-05-11T18:30:31.050,,,,0,,249,
252,2,,2013-05-11T19:24:10.860,3,,237,237,2013-05-14T00:13:49.933,2013-05-14T00:13:49.933,,,,3,,95,
253,2,,2013-05-12T00:26:23.440,3,,33,33,2013-05-12T00:39:04.757,2013-05-12T00:39:04.757,,,,1,,157,
254,1,256,2013-05-12T00:48:47.443,3,40,33,255,2013-05-12T05:22:26.010,2013-05-12T05:22:26.010,Is there a list of Chemical Weapon Industry Facilities/Funders?,"usa",1,0,,,
255,2,,2013-05-12T03:29:11.153,8,,256,-1,2017-04-13T12:33:47.137,2013-05-12T03:56:43.283,,,,3,,195,
256,2,,2013-05-12T03:44:44.437,3,,256,,,2013-05-12T03:44:44.437,,,,0,,254,
257,2,,2013-05-12T05:58:15.317,7,,261,,,2013-05-12T05:58:15.317,,,,1,,157,
258,1,276,2013-05-12T06:29:47.590,9,329,97,70,2013-06-18T16:18:50.243,2013-06-18T16:18:50.243,Are there any international non-governmental data aggregators?,"data-request,data-portal,ngo",6,0,2,,
259,1,,2013-05-12T06:31:46.113,11,347,263,263,2013-05-12T15:35:15.983,2014-08-27T10:38:10.870,Standards for self-documenting text files?,"standards,data-format,documentation",5,5,2,,
260,2,,2013-05-12T07:28:04.590,1,,266,,,2013-05-12T07:28:04.590,,,,0,,258,
261,1,,2013-05-12T07:33:21.847,5,83,263,,,2013-08-08T10:01:06.313,Requirements of the Open Data Commons Attribution License,"licensing",1,2,,,
262,2,,2013-05-12T07:37:33.990,1,,266,,,2013-05-12T07:37:33.990,,,,1,,259,
265,2,,2013-05-12T10:17:56.160,1,,183,,,2013-05-12T10:17:56.160,,,,1,,261,
266,1,273,2013-05-12T12:00:23.230,123,21281,139,70,2015-04-03T09:49:57.067,2016-11-14T02:00:04.080,A database of open databases?,"releasing-data,metadata,data-portal",25,9,123,,
267,2,,2013-05-12T12:48:54.630,3,,152,,,2013-05-12T12:48:54.630,,,,2,,266,
268,2,,2013-05-12T13:23:49.287,2,,181,,,2013-05-12T13:23:49.287,,,,1,,259,
269,1,274,2013-05-12T13:28:35.653,47,47891,276,14171,2017-03-05T12:58:23.630,2017-08-14T11:10:58.733,Open API for nutritional information and/or food barcodes?,"data-request,api-request,food,barcodes",4,0,31,,
270,2,,2013-05-12T13:28:53.577,4,,181,584,2013-05-24T16:07:47.480,2013-05-24T16:07:47.480,,,,2,,266,
271,1,344,2013-05-12T13:43:08.150,7,228,70,70,2013-05-12T14:42:27.887,2013-05-14T15:50:35.927,Restrict search to open datasets on CKAN's Data Hub?,"ckan,open-definition",3,0,1,,
272,1,,2013-05-12T13:50:29.190,16,3299,277,70,2015-03-25T09:41:33.140,2017-05-11T06:24:28.547,Any uses of JSON-LD?,"linked-data,json",7,0,4,,
273,2,,2013-05-12T13:53:45.467,83,,70,70,2016-02-01T19:54:35.727,2016-02-01T19:54:35.727,,,,3,,266,
274,2,,2013-05-12T14:23:49.480,34,,70,70,2014-12-17T09:38:22.413,2014-12-17T09:38:22.413,,,,3,,269,
275,2,,2013-05-12T15:04:06.760,8,,276,,,2013-05-12T15:04:06.760,,,,0,,272,
276,2,,2013-05-12T15:04:27.433,8,,70,-1,2017-04-13T12:57:29.950,2013-05-12T15:13:59.387,,,,0,,258,
277,5,,2013-05-12T15:40:13.443,0,,-1,-1,2013-05-12T15:40:13.443,2013-05-12T15:40:13.443,,,,0,,,
278,4,,2013-05-12T15:40:13.443,0,,-1,-1,2013-05-12T15:40:13.443,2013-05-12T15:40:13.443,,,,0,,,
279,5,,2013-05-12T15:41:51.263,0,,-1,-1,2013-05-12T15:41:51.263,2013-05-12T15:41:51.263,,,,0,,,
280,4,,2013-05-12T15:41:51.263,0,,70,70,2013-05-13T02:42:48.013,2013-05-13T02:42:48.013,,,,0,,,
281,5,,2013-05-12T15:43:21.943,0,,-1,-1,2013-05-12T15:43:21.943,2013-05-12T15:43:21.943,,,,0,,,
282,4,,2013-05-12T15:43:21.943,0,,70,70,2013-05-13T02:43:13.893,2013-05-13T02:43:13.893,,,,0,,,
283,1,,2013-05-12T15:49:14.240,17,811,263,244,2014-11-25T13:06:45.807,2014-11-25T13:06:45.807,What are the practical limits of releasing open data via bit torrent?,"big-data,releasing-data,bittorrent",4,4,4,,
284,1,,2013-05-12T16:26:53.527,8,100,263,-1,2017-04-13T12:57:29.950,2013-06-16T11:45:05.937,Standards for documenting use caveats?,"standards,documentation,caveats",2,2,2,,
285,1,,2013-05-12T16:27:06.917,9,3061,188,90,2016-08-20T15:41:13.650,2017-05-01T13:29:05.290,Is there a source for various Scrabble dictionaries?,"data-request,api-request,dictionary,games",2,4,3,,
286,2,,2013-05-12T17:26:57.230,6,,18,,,2013-05-12T17:26:57.230,,,,1,,285,
287,5,,2013-05-12T17:48:27.713,0,,-1,-1,2013-05-12T17:48:27.713,2013-05-12T17:48:27.713,,,,0,,,
288,4,,2013-05-12T17:48:27.713,0,,-1,-1,2013-05-12T17:48:27.713,2013-05-12T17:48:27.713,,,,0,,,
289,5,,2013-05-12T17:51:32.183,0,,-1,-1,2013-05-12T17:51:32.183,2013-05-12T17:51:32.183,,,,0,,,
290,4,,2013-05-12T17:51:32.183,0,,276,70,2015-03-26T22:00:00.793,2015-03-26T22:00:00.793,,,,0,,,
291,2,,2013-05-12T18:06:40.533,2,,18,18,2013-05-13T16:46:33.470,2013-05-13T16:46:33.470,,,,3,,271,
292,2,,2013-05-12T19:14:58.603,2,,26,,,2013-05-12T19:14:58.603,,,,0,,259,
293,2,,2013-05-12T19:29:14.753,7,,26,,,2013-05-12T19:29:14.753,,,,3,,283,
294,2,,2013-05-12T19:30:42.137,33,,283,207,2013-05-13T15:13:35.327,2013-05-13T15:13:35.327,,,,0,,266,
295,1,,2013-05-12T19:33:24.743,9,170,26,70,2015-04-19T14:54:57.253,2015-04-19T14:54:57.253,What quantified self products have open data behind them?,"data-request,computing",2,1,1,,
296,1,,2013-05-12T19:36:08.100,8,48,26,,,2013-05-12T20:07:02.877,How do United States federal agencies release data?,"usa,government,federal",1,0,1,,
297,1,,2013-05-12T19:37:45.377,12,3626,26,70,2015-03-30T14:06:32.433,2015-03-30T14:06:32.433,How does one parse weather data?,"data-request,weather,noaa,parsing",4,1,4,,
298,1,299,2013-05-12T19:44:08.093,13,406,276,70,2016-12-04T12:13:58.713,2016-12-04T12:13:58.713,Is there an exoplanet API or dataset?,"data-request,api-request,astronomy",4,0,,,
299,2,,2013-05-12T19:46:09.607,12,,276,276,2013-05-16T03:49:50.200,2013-05-16T03:49:50.200,,,,1,,298,
300,2,,2013-05-12T19:55:06.150,5,,26,90,2017-02-12T17:27:48.920,2017-02-12T17:27:48.920,,,,0,,78,
301,2,,2013-05-12T20:07:02.877,3,,244,,,2013-05-12T20:07:02.877,,,,2,,296,
302,1,303,2013-05-12T20:16:32.023,17,1258,276,70,2015-03-25T09:27:15.110,2016-09-06T20:09:48.563,Are there datasets prepared for machine learning?,"data-request,machine-learning,analysis,research",8,0,8,,
303,2,,2013-05-12T20:16:32.023,13,,276,,,2013-05-12T20:16:32.023,,,,1,,302,
304,2,,2013-05-12T20:40:22.773,6,,244,,,2013-05-12T20:40:22.773,,,,0,,297,
305,2,,2013-05-12T22:45:37.103,1,,152,,,2013-05-12T22:45:37.103,,,,1,,271,
306,1,,2013-05-12T23:38:32.407,13,374,284,,,2013-06-14T14:52:42.163,Releasing old historical/genealogical datasets as open data,"releasing-data,best-practice,historical",4,2,3,,
307,2,,2013-05-13T00:24:39.860,6,,152,,,2013-05-13T00:24:39.860,,,,3,,283,
308,2,,2013-05-13T00:29:29.343,9,,134,,,2013-05-13T00:29:29.343,,,,2,,158,
309,2,,2013-05-13T01:22:29.977,2,,263,,,2013-05-13T01:22:29.977,,,,0,,298,
310,2,,2013-05-13T01:53:01.263,2,,263,,,2013-05-13T01:53:01.263,,,,0,,297,
311,1,312,2013-05-13T02:35:18.303,14,281,244,147,2013-05-16T19:36:33.293,2013-06-26T16:49:52.897,What new open data do you need from the U.S. government?,"government,usa",4,8,4,,
312,2,,2013-05-13T04:06:01.593,9,,152,-1,2017-04-13T12:57:29.950,2013-05-13T04:11:19.533,,,,0,,311,
313,1,317,2013-05-13T04:12:59.257,10,209,288,70,2015-04-08T12:32:12.987,2017-03-03T06:08:21.107,What are the most useful formats in which to release geospatial data?,"geospatial,releasing-data,best-practice,data-format",3,2,2,,
314,2,,2013-05-13T04:32:09.117,3,,183,,,2013-05-13T04:32:09.117,,,,1,,306,
315,2,,2013-05-13T04:38:46.493,2,,288,,,2013-05-13T04:38:46.493,,,,0,,158,
316,2,,2013-05-13T04:38:51.630,4,,183,,,2013-05-13T04:38:51.630,,,,0,,284,
317,2,,2013-05-13T07:38:04.157,9,,152,-1,2017-04-13T12:33:47.137,2013-05-13T07:38:04.157,,,,3,,313,
318,2,,2013-05-13T08:26:37.167,19,,122,,,2013-05-13T08:26:37.167,,,,1,,92,
319,2,,2013-05-13T10:30:53.097,19,,207,,,2013-05-13T10:30:53.097,,,,5,,157,
320,2,,2013-05-13T10:38:05.277,8,,207,,,2013-05-13T10:38:05.277,,,,2,,200,
321,2,,2013-05-13T10:49:13.300,6,,207,386,2013-05-22T17:08:25.257,2013-05-22T17:08:25.257,,,,0,,115,
322,1,,2013-05-13T12:29:29.977,8,103,295,70,2013-05-13T15:38:06.027,2013-05-16T04:40:23.153,What is the governance of the US Government's Project Open Data?,"usa,data.gov,github",2,0,1,,
323,1,,2013-05-13T12:31:38.237,6,123,295,122,2013-05-13T13:28:39.990,2013-05-13T14:16:30.207,What is the plan for the US Government's Data.gov?,"usa,data.gov",2,0,3,,
324,2,,2013-05-13T12:39:21.513,3,,263,,,2013-05-13T12:39:21.513,,,,0,,92,
325,2,,2013-05-13T12:42:12.950,5,,208,,,2013-05-13T12:42:12.950,,,,0,,323,
326,2,,2013-05-13T14:16:30.207,10,,244,,,2013-05-13T14:16:30.207,,,,2,,323,
327,2,,2013-05-13T14:24:52.740,1,,244,,,2013-05-13T14:24:52.740,,,,0,,295,
328,2,,2013-05-13T14:44:16.410,1,,244,244,2013-05-15T18:34:05.230,2013-05-15T18:34:05.230,,,,2,,306,
329,2,,2013-05-13T15:14:57.897,1,,208,-1,2017-04-13T12:57:29.950,2013-05-13T15:14:57.897,,,,0,,146,
330,2,,2013-05-13T16:42:28.957,7,,159,1511,2016-09-06T20:09:48.563,2016-09-06T20:09:48.563,,,,1,,302,
331,2,,2013-05-13T17:30:17.213,3,,233,,,2013-05-13T17:30:17.213,,,,0,,23,
332,2,,2013-05-13T20:43:32.440,2,,178,178,2013-05-13T21:29:00.983,2013-05-13T21:29:00.983,,,,1,,322,
333,2,,2013-05-14T00:23:34.080,4,,244,70,2013-05-14T08:37:02.690,2013-05-14T08:37:02.690,,,,1,,112,
334,1,345,2013-05-14T00:55:25.670,6,140,33,33,2013-05-14T04:44:05.447,2013-05-19T17:03:10.853,How should I categorize municipal legislation?,"legal,city",1,11,2,,
335,1,336,2013-05-14T02:11:23.790,10,88,276,-1,2017-04-13T12:57:29.950,2013-05-16T04:40:36.203,Categories and varieties of Open Data licensing?,"releasing-data,licensing",2,0,,,
336,2,,2013-05-14T02:18:16.330,8,,152,152,2013-05-14T02:36:57.193,2013-05-14T02:36:57.193,,,,5,,335,
337,5,,2013-05-14T02:19:10.530,0,,-1,70,2015-03-26T20:25:58.967,2015-03-26T20:25:58.967,,,,0,,,
338,4,,2013-05-14T02:19:10.530,0,,276,70,2015-03-26T20:25:58.967,2015-03-26T20:25:58.967,,,,0,,,
339,1,341,2013-05-14T05:51:09.173,9,192,308,70,2015-04-19T15:01:59.463,2015-04-19T15:01:59.463,Open dataset on manned space missions,"data-request,transportation",3,0,,,
340,2,,2013-05-14T11:07:22.137,5,,244,,,2013-05-14T11:07:22.137,,,,2,,339,
341,2,,2013-05-14T12:59:57.343,6,,263,263,2013-05-14T13:08:17.187,2013-05-14T13:08:17.187,,,,0,,339,
342,1,347,2013-05-14T14:35:59.333,13,187,208,208,2017-08-18T12:36:37.200,2017-08-18T12:36:37.200,How should governments build community around their datasets?,"data.gov,data-portal,social-process",4,1,1,,
343,2,,2013-05-14T15:32:15.803,3,,298,,,2013-05-14T15:32:15.803,,,,0,,1,
344,2,,2013-05-14T15:50:35.927,5,,207,,,2013-05-14T15:50:35.927,,,,3,,271,
345,2,,2013-05-14T16:15:54.320,4,,298,237,2013-05-19T17:03:10.853,2013-05-19T17:03:10.853,,,,4,,334,
346,1,,2013-05-14T16:23:59.363,7,127,263,-1,2017-04-13T12:57:29.950,2017-08-18T07:54:21.187,Standards for documenting gaps in data?,"standards,documentation,caveats",3,6,1,,
347,2,,2013-05-14T18:29:28.180,14,,46,,,2013-05-14T18:29:28.180,,,,2,,342,
348,2,,2013-05-14T19:07:04.170,6,,244,,,2013-05-14T19:07:04.170,,,,0,,342,
349,5,,2013-05-14T22:29:58.923,0,,276,70,2015-04-03T17:17:50.250,2015-04-03T17:17:50.250,,,,0,,,
350,4,,2013-05-14T22:29:58.923,0,,-1,70,2015-04-03T17:17:50.250,2015-04-03T17:17:50.250,,,,0,,,
351,2,,2013-05-15T02:05:13.167,2,,263,,,2013-05-15T02:05:13.167,,,,0,,342,
352,2,,2013-05-15T02:48:23.833,1,,244,,,2013-05-15T02:48:23.833,,,,0,,346,
353,2,,2013-05-15T02:52:14.757,7,,244,,,2013-05-15T02:52:14.757,,,,0,,258,
355,2,,2013-05-15T06:15:22.340,1,,33,33,2013-05-15T17:15:35.913,2013-05-15T17:15:35.913,,,,0,,41,
356,2,,2013-05-15T06:43:07.540,1,,183,,,2013-05-15T06:43:07.540,,,,1,,346,
357,2,,2013-05-15T10:05:22.630,5,,207,,,2013-05-15T10:05:22.630,,,,0,,258,
358,1,363,2013-05-15T11:13:38.253,7,134,276,70,2013-05-15T22:38:56.820,2014-08-05T12:11:53.193,What are the sources of data on Data.gov?,"usa,data.gov",3,0,1,,
359,2,,2013-05-15T12:17:33.183,1,,263,,,2013-05-15T12:17:33.183,,,,0,,358,
360,2,,2013-05-15T13:08:35.097,10,,207,207,2013-12-21T18:00:59.153,2013-12-21T18:00:59.153,,,,3,,127,
361,2,,2013-05-15T13:25:16.023,5,,156,,,2013-05-15T13:25:16.023,,,,0,,127,
362,2,,2013-05-15T13:48:49.903,2,,18,,,2013-05-15T13:48:49.903,,,,0,,358,
363,2,,2013-05-15T14:50:08.670,5,,244,244,2014-08-05T12:11:53.193,2014-08-05T12:11:53.193,,,,5,,358,
364,1,,2013-05-15T16:00:59.177,6,74,139,,,2015-08-31T00:14:34.757,Is there a list of hot-spots and free wifis in Germany?,"germany,data-request",2,2,,,
365,1,379,2013-05-15T16:05:13.183,27,11121,139,389,2013-05-23T04:42:20.867,2017-01-15T23:29:46.010,Downloadable archive of weather conditions for Europe?,"data-request,weather,europe",10,3,13,,
366,2,,2013-05-15T16:33:30.490,5,,208,,,2013-05-15T16:33:30.490,,,,0,,365,
367,5,,2013-05-15T18:09:20.943,0,,263,244,2013-06-03T03:33:09.580,2013-06-03T03:33:09.580,,,,0,,,
368,4,,2013-05-15T18:09:20.943,0,,263,244,2013-06-03T03:33:16.017,2013-06-03T03:33:16.017,,,,0,,,
369,1,4521,2013-05-15T18:34:22.827,10,522,37,70,2015-04-03T09:54:30.540,2015-04-03T09:54:30.540,Alternative to GTFS (General Transit Feed Specification)?,"releasing-data,data-format,standards,public-transport",3,0,2,,
370,2,,2013-05-15T18:41:18.697,3,,244,,,2013-05-15T18:41:18.697,,,,0,,365,
371,2,,2013-05-15T19:13:22.350,6,,316,,,2013-05-15T19:13:22.350,,,,0,,369,
372,2,,2013-05-15T19:21:59.477,7,,156,,,2013-05-15T19:21:59.477,,,,1,,369,
373,2,,2013-05-15T20:44:38.053,6,,315,,,2013-05-15T20:44:38.053,,,,0,,78,
374,1,375,2013-05-15T21:44:33.327,13,1666,18,-1,2017-04-13T12:57:29.950,2015-04-14T14:13:58.080,Where can I get bulk access to IRS 990 filings for US non-profits,"usa,data.gov,nonprofit,irs",3,0,3,,
375,2,,2013-05-15T21:44:33.327,10,,18,1677,2013-12-24T19:34:22.800,2013-12-24T19:34:22.800,,,,0,,374,
377,2,,2013-05-15T22:52:11.433,4,,33,,,2013-05-15T22:52:11.433,,,,0,,171,
378,1,380,2013-05-15T23:49:42.847,19,1894,276,244,2013-05-16T01:15:49.273,2016-10-07T17:13:37.977,What does CKAN stand for and what does it do?,"tool-request,ckan",3,2,7,,
379,2,,2013-05-16T00:02:11.623,18,,32,389,2015-09-22T12:40:41.277,2015-09-22T12:40:41.277,,,,0,,365,
380,2,,2013-05-16T00:41:57.297,18,,244,12764,2016-10-07T17:13:37.977,2016-10-07T17:13:37.977,,,,2,,378,
381,1,,2013-05-16T00:53:59.843,22,2741,33,18,2015-03-13T20:34:53.917,2015-03-13T20:34:53.917,How to normalize the data when mapping crime reports?,"us-census,maps,crime,normalization",5,3,5,,
382,2,,2013-05-16T01:56:27.867,3,,244,,,2013-05-16T01:56:27.867,,,,0,,364,
383,5,,2013-05-16T02:04:25.353,0,,117,117,2015-04-29T15:50:24.107,2015-04-29T15:50:24.107,,,,0,,,
384,4,,2013-05-16T02:04:25.353,0,,505,505,2014-02-06T07:06:55.277,2014-02-06T07:06:55.277,,,,0,,,
385,2,,2013-05-16T02:31:32.533,2,,175,175,2013-05-16T04:38:40.133,2013-05-16T04:38:40.133,,,,0,,378,
386,2,,2013-05-16T02:32:43.990,1,,175,175,2013-05-16T04:41:52.987,2013-05-16T04:41:52.987,,,,0,,171,
387,2,,2013-05-16T03:02:32.313,3,,175,175,2013-05-16T04:41:34.097,2013-05-16T04:41:34.097,,,,0,,78,
388,2,,2013-05-16T03:12:16.097,5,,175,175,2013-05-16T04:41:13.220,2013-05-16T04:41:13.220,,,,0,,42,
389,2,,2013-05-16T03:22:28.623,3,,175,175,2013-05-16T04:40:56.110,2013-05-16T04:40:56.110,,,,0,,342,
390,1,,2013-05-16T03:26:24.380,4,142,276,244,2014-11-25T13:02:37.023,2014-11-25T13:02:37.023,Have genetic algorithms been applied to Open Data?,"data.gov,big-data",1,2,2,,
391,2,,2013-05-16T03:31:50.237,2,,175,175,2013-05-16T04:40:36.203,2013-05-16T04:40:36.203,,,,0,,335,
392,2,,2013-05-16T03:32:56.140,0,,175,175,2013-05-16T04:40:23.153,2013-05-16T04:40:23.153,,,,0,,322,
393,2,,2013-05-16T03:35:40.970,1,,175,175,2013-05-16T04:40:14.077,2013-05-16T04:40:14.077,,,,0,,158,
394,2,,2013-05-16T03:42:01.697,3,,175,175,2013-05-16T04:38:24.867,2013-05-16T04:38:24.867,,,,0,,298,
395,2,,2013-05-16T03:53:44.823,2,,175,175,2013-05-16T04:39:52.357,2013-05-16T04:39:52.357,,,,0,,195,
396,2,,2013-05-16T03:57:06.513,6,,237,,,2013-05-16T03:57:06.513,,,,0,,133,
397,2,,2013-05-16T04:01:22.863,2,,175,175,2013-05-16T04:39:06.477,2013-05-16T04:39:06.477,,,,0,,24,
398,2,,2013-05-16T04:12:08.433,3,,175,175,2013-05-16T04:38:52.510,2013-05-16T04:38:52.510,,,,0,,1,
399,1,,2013-05-16T04:51:51.583,2,80,175,46,2013-05-16T19:58:49.117,2013-05-30T22:53:58.570,Are there best practices that government API producers should follow more so than non-government API producers?,"government,api,best-practice",2,5,,,
400,5,,2013-05-16T04:55:05.630,0,,237,505,2014-02-06T16:23:46.337,2014-02-06T16:23:46.337,,,,0,,,
401,4,,2013-05-16T04:55:05.630,0,,505,263,2014-02-06T16:33:14.720,2014-02-06T16:33:14.720,,,,0,,,
402,1,,2013-05-16T05:14:24.397,7,205,175,147,2013-05-16T19:35:05.913,2013-05-23T03:58:16.770,What would be particularly useful basic APIs for the US Federal Government to offer?,"government,api,usa",6,2,1,,
403,1,405,2013-05-16T10:51:10.407,5,76,276,-1,2017-04-13T12:57:29.950,2015-11-19T20:22:24.643,How does the Sunlight Foundation relate to Open Data?,"nonprofit,sunlight-foundation",1,0,,,
404,2,,2013-05-16T14:22:55.333,8,,70,,,2013-05-16T14:22:55.333,,,,1,,272,
405,2,,2013-05-16T14:24:05.300,10,,156,,,2013-05-16T14:24:05.300,,,,1,,403,
406,2,,2013-05-16T16:41:57.630,5,,160,,,2013-05-16T16:41:57.630,,,,2,,311,
407,2,,2013-05-16T17:00:58.607,4,,45,,,2013-05-16T17:00:58.607,,,,0,,133,
408,2,,2013-05-16T17:04:04.873,3,,263,,,2013-05-16T17:04:04.873,,,,3,,402,
409,2,,2013-05-16T17:14:15.677,16,,244,,,2013-05-16T17:14:15.677,,,,0,,381,
410,2,,2013-05-16T17:15:25.810,2,,237,,,2013-05-16T17:15:25.810,,,,1,,402,
411,2,,2013-05-16T17:26:59.100,5,,244,244,2013-05-16T17:34:09.110,2013-05-16T17:34:09.110,,,,1,,390,
412,1,427,2013-05-16T19:44:10.167,10,2180,147,,,2014-04-03T12:39:45.147,Is there a better public version of USA's Social Security Death Master File?,"data-request,usa,healthcare",3,0,2,,
413,2,,2013-05-16T21:01:22.463,1,,117,,,2013-05-16T21:01:22.463,,,,3,,157,
414,2,,2013-05-17T00:47:21.280,8,,233,,,2013-05-17T00:47:21.280,,,,0,,42,
415,1,,2013-05-17T01:03:04.657,10,99,233,70,2015-03-30T09:15:42.407,2015-03-30T09:15:42.407,Are there publicly available sources listing uses of open data?,"uses-of-open-data,data-request",1,0,1,,
416,1,,2013-05-17T01:11:27.177,1,55,7,,,2013-05-22T17:50:39.830,Capturing development/aid project perfromance in IATI format,"standards,iati,ict4d,aid",2,1,,,
417,1,,2013-05-17T01:23:09.147,2,43,7,,,2013-05-22T17:29:31.533,Reporting non-country specific administrative spending in IATI standard,"standards,iati,ict4d,aid",1,0,,,
418,2,,2013-05-17T02:59:55.977,7,,263,263,2013-05-17T13:29:47.660,2013-05-17T13:29:47.660,,,,1,,415,
419,1,,2013-05-17T12:51:27.887,1,39,183,,,2013-05-17T16:04:33.543,Checklist for soliciting non-identifiable data from FOSS-users for open data project,"licensing",1,0,0,,
420,2,,2013-05-17T16:04:33.543,2,,33,,,2013-05-17T16:04:33.543,,,,1,,419,
421,2,,2013-05-17T16:48:31.147,1,,322,70,2013-05-17T17:10:16.737,2013-05-17T17:10:16.737,,,,0,,127,
